scenario_id,run_id,timestamp_local,recommended_ac_units_on,recommended_ac_setpoint_c,recommended_fan_units_on,grid_energy_kwh,solar_energy_used_kwh,battery_charge_kwh,battery_discharge_kwh,battery_soc_kwh,cooling_energy_kwh,estimated_indoor_temp_c,comfort_status,interval_cost_pkr,interval_emissions_kgco2e,reason_code,explanation,constraint_violation_count,constraint_violation_details
PUB-B,coolshift-v1,2026-05-02T17:00:00,2,26.0,4,0.0,0.214,0.0,0.706,5.23112,0.7325,28.54,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-02T17:15:00,2,26.0,4,0.00825,0.16175,0.0,0.75,4.43325,0.7325,28.4,WARM,0.5032,0.00421,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-02T17:30:00,1,26.0,4,0.0,0.10975,0.0,0.479,3.92368,0.40125,28.58,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-02T17:45:00,1,26.0,4,0.0,0.057,0.0,0.53175,3.35799,0.40125,28.59,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-02T18:00:00,1,26.0,4,0.0,0.0,0.0,0.58875,2.73166,0.40125,28.94,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-02T18:15:00,1,26.0,4,0.0,0.0,0.0,0.58875,2.10533,0.40125,28.98,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-02T18:30:00,1,26.0,4,0.48974,0.0,0.0,0.09901,2.0,0.40125,28.97,WARM,29.8741,0.24977,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-02T18:45:00,1,26.0,4,0.58875,0.0,0.0,0.0,2.0,0.40125,28.75,WARM,35.9138,0.30026,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-02T19:00:00,1,26.0,4,0.58875,0.0,0.0,0.0,2.0,0.40125,28.63,WARM,35.9138,0.30026,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-02T19:15:00,1,26.0,4,0.58875,0.0,0.0,0.0,2.0,0.40125,28.33,WARM,35.9138,0.30026,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-02T19:30:00,1,26.0,4,0.58875,0.0,0.0,0.0,2.0,0.40125,28.09,WARM,35.9138,0.30026,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-02T19:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,28.3,WARM,15.7075,0.13132,PEAK_TARIFF,Peak tariff detected; cooling is trimmed while fans preserve perceived comfort.,0,
PUB-B,coolshift-v1,2026-05-02T20:00:00,1,26.0,4,0.58875,0.0,0.0,0.0,2.0,0.40125,27.77,COMFORT_OK,35.9138,0.30026,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-02T20:15:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,27.7,COMFORT_OK,15.7075,0.13132,PEAK_TARIFF,Peak tariff detected; cooling is trimmed while fans preserve perceived comfort.,0,
PUB-B,coolshift-v1,2026-05-02T20:30:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,27.7,COMFORT_OK,15.7075,0.13132,PEAK_TARIFF,Peak tariff detected; cooling is trimmed while fans preserve perceived comfort.,0,
PUB-B,coolshift-v1,2026-05-02T20:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,27.39,COMFORT_OK,15.7075,0.13132,PEAK_TARIFF,Peak tariff detected; cooling is trimmed while fans preserve perceived comfort.,0,
PUB-B,coolshift-v1,2026-05-02T21:00:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,27.27,COMFORT_OK,15.7075,0.13132,PEAK_TARIFF,Peak tariff detected; cooling is trimmed while fans preserve perceived comfort.,0,
PUB-B,coolshift-v1,2026-05-02T21:15:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,27.01,COMFORT_OK,15.7075,0.13132,PEAK_TARIFF,Peak tariff detected; cooling is trimmed while fans preserve perceived comfort.,0,
PUB-B,coolshift-v1,2026-05-02T21:30:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,26.68,COMFORT_OK,15.7075,0.13132,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-02T21:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,26.46,COMFORT_OK,15.7075,0.13132,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-02T22:00:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,26.19,COMFORT_OK,11.33,0.11845,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-02T22:15:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,25.8,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-02T22:30:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,25.46,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-02T22:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,25.27,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-02T23:00:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,24.97,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-02T23:15:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,24.75,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-02T23:30:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,24.39,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-02T23:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,24.19,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T00:00:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,24.05,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T00:15:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,23.84,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T00:30:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,23.59,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T00:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,23.37,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T01:00:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,23.19,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T01:15:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,23.07,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T01:30:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,22.95,TOO_COOL,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T01:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,22.79,TOO_COOL,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T02:00:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,22.66,TOO_COOL,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T02:15:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,22.69,TOO_COOL,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T02:30:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,22.57,TOO_COOL,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T02:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,22.64,TOO_COOL,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T03:00:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,22.59,TOO_COOL,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T03:15:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,22.52,TOO_COOL,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T03:30:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,22.52,TOO_COOL,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T03:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,22.55,TOO_COOL,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T04:00:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,22.62,TOO_COOL,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T04:15:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,22.72,TOO_COOL,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T04:30:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,23.0,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T04:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,23.12,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T05:00:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,23.31,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T05:15:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,23.4,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T05:30:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,23.67,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T05:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,23.96,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T06:00:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,24.16,COMFORT_OK,11.33,0.11845,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T06:15:00,0,,4,0.21225,0.04525,0.0,0.0,2.0,0.07,24.42,COMFORT_OK,9.339,0.09763,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T06:30:00,0,,4,0.16425,0.09325,0.0,0.0,2.0,0.07,24.72,COMFORT_OK,7.227,0.07556,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T06:45:00,0,,4,0.11625,0.14125,0.0,0.0,2.0,0.07,24.95,COMFORT_OK,5.115,0.05348,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T07:00:00,0,,4,0.06975,0.18775,0.0,0.0,2.0,0.07,24.98,COMFORT_OK,3.069,0.03209,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T07:15:00,0,,4,0.04525,0.21225,0.0,0.0,2.0,0.07,24.97,COMFORT_OK,1.991,0.02082,BASELINE_OPTIMIZED,Starts from the organizer baseline and removes avoidable energy use.,0,
PUB-B,coolshift-v1,2026-05-03T07:30:00,0,,4,0.0,0.27725,0.01975,0.0,2.01857,0.07,25.24,COMFORT_OK,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T07:45:00,0,,4,0.0,0.30225,0.04475,0.0,2.06063,0.07,25.52,COMFORT_OK,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T08:00:00,0,,4,0.0,0.3475,0.09,0.0,2.14523,0.07,25.72,COMFORT_OK,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T08:15:00,0,,4,0.0,0.39325,0.13575,0.0,2.27284,0.07,26.11,COMFORT_OK,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T08:30:00,0,,4,0.0,0.4495,0.192,0.0,2.45332,0.07,26.46,COMFORT_OK,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T08:45:00,0,,4,0.0,0.443,0.1855,0.0,2.62769,0.07,26.71,COMFORT_OK,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T09:00:00,0,,4,0.0,0.4855,0.228,0.0,2.84201,0.07,26.65,COMFORT_OK,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T09:15:00,0,,4,0.0,0.51475,0.25725,0.0,3.08383,0.07,26.69,COMFORT_OK,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T09:30:00,0,,4,0.0,0.523,0.2655,0.0,3.3334,0.07,26.97,COMFORT_OK,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T09:45:00,0,,4,0.0,0.61875,0.36125,0.0,3.67298,0.07,27.31,COMFORT_OK,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T10:00:00,0,,4,0.0,0.64175,0.38425,0.0,4.03418,0.07,27.57,COMFORT_OK,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T10:15:00,0,,4,0.0,0.591,0.3335,0.0,4.34767,0.07,27.89,COMFORT_OK,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T10:30:00,0,,4,0.0,0.6045,0.347,0.0,4.67385,0.07,28.2,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T10:45:00,0,,4,0.0,0.6685,0.411,0.0,5.06019,0.07,28.52,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T11:00:00,0,,4,0.0,0.69875,0.44125,0.0,5.47497,0.07,28.91,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T11:15:00,0,,4,0.0,0.70375,0.44625,0.0,5.89445,0.07,29.07,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T11:30:00,0,,4,0.0,0.7195,0.462,0.0,6.32873,0.07,29.26,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T11:45:00,0,,4,0.0,0.73225,0.47475,0.0,6.775,0.07,29.58,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T12:00:00,0,,4,0.0,0.70125,0.44375,0.0,7.19213,0.07,29.79,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T12:15:00,0,,4,0.0,0.7055,0.448,0.0,7.61325,0.07,30.06,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T12:30:00,0,,4,0.0,0.72375,0.46625,0.0,8.05152,0.07,30.3,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T12:45:00,0,,4,0.0,0.723,0.4655,0.0,8.48909,0.07,30.46,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T13:00:00,0,,4,0.0,0.7145,0.457,0.0,8.91867,0.07,30.52,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T13:15:00,0,,4,0.0,0.6345,0.377,0.0,9.27305,0.07,30.58,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T13:30:00,0,,4,0.0,0.63125,0.37375,0.0,9.62437,0.07,30.73,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T13:45:00,0,,4,0.0,0.62575,0.36825,0.0,9.97053,0.07,30.76,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T14:00:00,0,,4,0.0,0.28885,0.03135,0.0,10.0,0.07,30.95,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T14:15:00,0,,4,0.0,0.2575,0.0,0.0,10.0,0.07,30.93,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T14:30:00,0,,4,0.0,0.2575,0.0,0.0,10.0,0.07,30.99,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T14:45:00,0,,4,0.0,0.2575,0.0,0.0,10.0,0.07,30.96,WARM,0.0,0.0,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T15:00:00,2,26.0,4,0.0,0.48925,0.0,0.43075,9.54176,0.7325,29.81,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-03T15:15:00,2,26.0,4,0.0,0.442,0.0,0.478,9.03325,0.7325,29.2,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-03T15:30:00,2,26.0,4,0.0,0.4115,0.0,0.5085,8.49229,0.7325,28.6,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-03T15:45:00,2,26.0,4,0.0,0.379,0.0,0.541,7.91676,0.7325,28.81,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-03T16:00:00,2,26.0,4,0.0,0.34175,0.0,0.57825,7.3016,0.7325,28.88,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-03T16:15:00,2,26.0,4,0.0,0.30425,0.0,0.61575,6.64655,0.7325,28.98,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-03T16:30:00,2,26.0,4,0.0,0.25875,0.0,0.66125,5.94309,0.7325,28.85,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-03T16:45:00,2,26.0,4,0.0,0.231,0.0,0.689,5.21011,0.7325,28.72,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-03T17:00:00,2,26.0,4,0.0,0.1835,0.0,0.7365,4.4266,0.7325,28.59,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-03T17:15:00,2,26.0,4,0.03925,0.13075,0.0,0.75,3.62873,0.7325,28.46,WARM,2.3942,0.02002,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-03T17:30:00,1,26.0,4,0.0,0.09175,0.0,0.497,3.10001,0.40125,28.64,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-03T17:45:00,1,26.0,4,0.0,0.04725,0.0,0.5415,2.52395,0.40125,28.68,WARM,0.0,0.0,SOLAR_AVAILABLE,"Solar generation is available, so active cooling is shifted into clean-energy hours.",0,
PUB-B,coolshift-v1,2026-05-03T18:00:00,1,26.0,4,0.09624,0.0,0.0,0.49251,2.0,0.40125,28.97,WARM,5.8706,0.04908,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T18:15:00,1,26.0,4,0.58875,0.0,0.0,0.0,2.0,0.40125,28.92,WARM,35.9138,0.30026,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T18:30:00,1,26.0,4,0.58875,0.0,0.0,0.0,2.0,0.40125,28.92,WARM,35.9138,0.30026,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T18:45:00,1,26.0,4,0.58875,0.0,0.0,0.0,2.0,0.40125,28.71,WARM,35.9138,0.30026,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T19:00:00,1,26.0,4,0.58875,0.0,0.0,0.0,2.0,0.40125,28.45,WARM,35.9138,0.30026,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T19:15:00,1,26.0,4,0.58875,0.0,0.0,0.0,2.0,0.40125,28.33,WARM,35.9138,0.30026,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T19:30:00,1,26.0,4,0.58875,0.0,0.0,0.0,2.0,0.40125,28.15,WARM,35.9138,0.30026,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T19:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,28.19,WARM,15.7075,0.13132,PEAK_TARIFF,Peak tariff detected; cooling is trimmed while fans preserve perceived comfort.,0,
PUB-B,coolshift-v1,2026-05-03T20:00:00,1,26.0,4,0.58875,0.0,0.0,0.0,2.0,0.40125,27.75,COMFORT_OK,35.9138,0.30026,COMFORT_REQUIRED,Occupied hot interval; fans and baseline cooling protect comfort.,0,
PUB-B,coolshift-v1,2026-05-03T20:15:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,27.69,COMFORT_OK,15.7075,0.13132,PEAK_TARIFF,Peak tariff detected; cooling is trimmed while fans preserve perceived comfort.,0,
PUB-B,coolshift-v1,2026-05-03T20:30:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,27.6,COMFORT_OK,15.7075,0.13132,PEAK_TARIFF,Peak tariff detected; cooling is trimmed while fans preserve perceived comfort.,0,
PUB-B,coolshift-v1,2026-05-03T20:45:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,27.41,COMFORT_OK,15.7075,0.13132,PEAK_TARIFF,Peak tariff detected; cooling is trimmed while fans preserve perceived comfort.,0,
PUB-B,coolshift-v1,2026-05-03T21:00:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,27.2,COMFORT_OK,15.7075,0.13132,PEAK_TARIFF,Peak tariff detected; cooling is trimmed while fans preserve perceived comfort.,0,
PUB-B,coolshift-v1,2026-05-03T21:15:00,0,,4,0.2575,0.0,0.0,0.0,2.0,0.07,26.91,COMFORT_OK,15.7075,0.13132,PEAK_TARIFF,Peak tariff detected; cooling is trimmed while fans preserve perceived comfort.,0,
